fold,epoch,train_loss,train_eval_loss,val_loss,train_active_rank_weight,train_active_hard_negative_weight,train_active_ssc_negative_weight,train_auroc,train_auprc,train_accuracy,train_sensitivity,train_specificity,train_f1,train_tp,train_tn,train_fp,train_fn,train_loss_cls,train_loss_cls_raw,train_loss_cls_biomarker,train_loss_biomarker_aux,train_loss_biomarker_aux_ssc,train_loss_biomarker_aux_vdj,train_loss_rank,train_loss_hard_neg,train_loss_ssc_neg,train_eval_loss_cls,train_eval_loss_cls_raw,train_eval_loss_cls_biomarker,train_eval_loss_biomarker_aux,train_eval_loss_biomarker_aux_ssc,train_eval_loss_biomarker_aux_vdj,train_eval_loss_rank,train_eval_loss_hard_neg,train_eval_loss_ssc_neg,val_auroc,val_auprc,val_accuracy,val_sensitivity,val_specificity,val_f1,val_tp,val_tn,val_fp,val_fn,val_loss_cls,val_loss_cls_raw,val_loss_cls_biomarker,val_loss_biomarker_aux,val_loss_biomarker_aux_ssc,val_loss_biomarker_aux_vdj,val_loss_rank,val_loss_hard_neg,val_loss_ssc_neg
0,1,0.5378630980849266,0.5088491067290306,0.5227141976356506,0.2,0.0,0.0,0.8454106280193237,0.6869013702347035,0.28125,1.0,0.0,0.43902439024390244,9.0,0.0,23.0,0.0,0.23625390976667404,0.2182818464934826,0.20430586859583855,0.37546223402023315,0.37568802386522293,0.3752364367246628,0.2293438808992505,0.0,0.0,0.2207946889102459,0.2088402472436428,0.19596946984529495,0.3980662152171135,0.40781864523887634,0.38831377774477005,0.177158672362566,0.0,0.0,0.3333333333333333,0.26785714285714285,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.24051211774349213,0.20831555128097534,0.2042054980993271,0.3504629135131836,0.2497713565826416,0.4511544704437256,0.18239906430244446,0.0,0.0
0,2,0.5105192065238953,0.5154581069946289,0.5618395209312439,0.2,0.0,0.0,0.893719806763285,0.803577441077441,0.28125,1.0,0.0,0.43902439024390244,9.0,0.0,23.0,0.0,0.19548270478844643,0.21086082980036736,0.2021857537329197,0.4562961906194687,0.4772680550813675,0.4353243261575699,0.23790918290615082,0.0,0.0,0.23555610328912735,0.21557006984949112,0.19293129444122314,0.39292315393686295,0.40068480372428894,0.38516151160001755,0.13003180362284184,0.0,0.0,0.33333333333333337,0.26666666666666666,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.27258729934692383,0.22141849994659424,0.20168709754943848,0.35078972578048706,0.251214861869812,0.4503645896911621,0.18897275626659393,0.0,0.0
0,3,0.49652066081762314,0.4449046477675438,0.5154673457145691,0.2,0.0,0.0,0.9516908212560387,0.9093915343915343,0.34375,1.0,0.08695652173913043,0.4615384615384615,9.0,2.0,21.0,0.0,0.21740733832120895,0.215628482401371,0.20208650082349777,0.3654608502984047,0.3896787092089653,0.3412429839372635,0.13738318532705307,0.0,0.0,0.17881717532873154,0.20810868591070175,0.1893686093389988,0.38835763931274414,0.394964300096035,0.3817509859800339,0.09041296504437923,0.0,0.0,0.33333333333333337,0.26666666666666666,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.22920814156532288,0.2179468721151352,0.19864940643310547,0.351114958524704,0.2536708116531372,0.44855910539627075,0.18767741322517395,0.0,0.0
0,4,0.4908069595694542,0.40592779964208603,0.48911190032958984,0.2,0.0,0.0,0.9758454106280193,0.9534662867996202,0.90625,0.8888888888888888,0.9130434782608695,0.8421052631578948,8.0,21.0,2.0,1.0,0.19620341807603836,0.2133464738726616,0.20544949918985367,0.4095262438058853,0.3786192983388901,0.44043318182229996,0.17058856785297394,0.0,0.0,0.15653173625469208,0.19197160005569458,0.1857592910528183,0.3852498382329941,0.39099834114313126,0.3795013353228569,0.05672270921058953,0.0,0.0,0.25,0.24285714285714285,0.25,0.0,0.3333333333333333,0.0,0.0,2.0,4.0,2.0,0.21246111392974854,0.2037215679883957,0.19557896256446838,0.3519259989261627,0.25616270303726196,0.4476892948150635,0.17976067960262299,0.0,0.0
0,5,0.4495816081762314,0.38580843061208725,0.4861229658126831,0.2,0.0,0.0,1.0,1.0,0.75,1.0,0.6521739130434783,0.6923076923076924,9.0,15.0,8.0,0.0,0.1968817226588726,0.18524810299277306,0.18731338903307915,0.3863571360707283,0.35785601288080215,0.41485825181007385,0.08622364047914743,0.0,0.0,0.14647576212882996,0.1818714514374733,0.1825590468943119,0.3832034394145012,0.3886594995856285,0.37774737924337387,0.03930298378691077,0.0,0.0,0.33333333333333337,0.26666666666666666,0.375,0.5,0.3333333333333333,0.28571428571428575,1.0,2.0,4.0,1.0,0.21382355690002441,0.1964784562587738,0.19298207759857178,0.35319989919662476,0.2584853768348694,0.4479144215583801,0.17938219010829926,0.0,0.0
0,6,0.4044578820466995,0.3843598738312721,0.5026219487190247,0.2,0.0,0.0,1.0,1.0,0.5625,1.0,0.391304347826087,0.5625,9.0,9.0,14.0,0.0,0.1528521627187729,0.18319567292928696,0.1900576427578926,0.35577790439128876,0.3406465947628021,0.3709092289209366,0.11166062066331506,0.0,0.0,0.15187349915504456,0.1754782758653164,0.1794506534934044,0.38217105716466904,0.38817334175109863,0.37616878002882004,0.027526486665010452,0.0,0.0,0.4166666666666667,0.29166666666666663,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0,0.23041033744812012,0.19557254016399384,0.19046525657176971,0.3541896641254425,0.2600862383842468,0.4482930898666382,0.18462276458740234,0.0,0.0
0,7,0.386346697807312,0.3910606727004051,0.5262148380279541,0.2,0.0,0.0,1.0,1.0,0.40625,1.0,0.17391304347826086,0.4864864864864865,9.0,4.0,19.0,0.0,0.15018784254789352,0.17195700109004974,0.1818040832877159,0.38292626291513443,0.3868844509124756,0.3789680749177933,0.04981834511272609,0.0,0.0,0.16347835958003998,0.1714901179075241,0.17655031383037567,0.38161567598581314,0.38845475763082504,0.37477659434080124,0.018607507925480604,0.0,0.0,0.5,0.3333333333333333,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.2543174624443054,0.19599184393882751,0.188119038939476,0.3567931652069092,0.2647440433502197,0.44884228706359863,0.18350571393966675,0.0,0.0
0,8,0.3733629286289215,0.3822390213608742,0.5425209999084473,0.2,0.05,0.03,1.0,1.0,0.5625,1.0,0.391304347826087,0.5625,9.0,9.0,14.0,0.0,0.1388364378362894,0.16729098930954933,0.17460965365171432,0.3225225657224655,0.30464233458042145,0.3404027968645096,0.03828794468427077,0.23213042691349983,0.1999659314751625,0.1458505503833294,0.16155874356627464,0.1734524443745613,0.38050977140665054,0.38736671954393387,0.3736528232693672,0.014428830705583096,0.20134227722883224,0.19486326724290848,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0,0.24997000396251678,0.19470445811748505,0.1855856031179428,0.3584645688533783,0.26748135685920715,0.44944778084754944,0.2081899344921112,0.21141169965267181,0.21141169965267181
0,9,0.3712121322751045,0.3271631672978401,0.5187200903892517,0.2,0.05,0.03,1.0,1.0,0.8125,1.0,0.7391304347826086,0.7499999999999999,9.0,17.0,6.0,0.0,0.13984257727861404,0.16980695724487305,0.16415375471115112,0.32087407261133194,0.29296352341771126,0.3487846329808235,0.04876503720879555,0.19710816629230976,0.17430158145725727,0.10834431648254395,0.1489509753882885,0.1701945662498474,0.37941109389066696,0.38593773916363716,0.37288443744182587,0.01114336820319295,0.08482334855943918,0.08077370468527079,0.4166666666666667,0.29166666666666663,0.375,0.5,0.3333333333333333,0.28571428571428575,1.0,2.0,4.0,1.0,0.22846026718616486,0.1933451145887375,0.18283186852931976,0.3593543767929077,0.2694884240627289,0.44922032952308655,0.24498659372329712,0.10909932106733322,0.10909932106733322
0,10,0.3165943846106529,0.2966703176498413,0.5272608995437622,0.2,0.05,0.03,1.0,1.0,1.0,1.0,1.0,1.0,9.0,23.0,0.0,0.0,0.10312651842832565,0.1555108278989792,0.16754568740725517,0.3486754670739174,0.27371254563331604,0.42363838851451874,0.013746038544923067,0.057339577935636044,0.057339577935636044,0.08900894597172737,0.14218052849173546,0.16679779440164566,0.37708020210266113,0.38217344135046005,0.3719869703054428,0.009668602142482996,0.014083696529269218,0.004598071798682213,0.3333333333333333,0.26785714285714285,0.375,0.0,0.5,0.0,0.0,3.0,3.0,2.0,0.23636089265346527,0.19734138250350952,0.17996351420879364,0.35803523659706116,0.26649898290634155,0.44957149028778076,0.28050467371940613,0.019176475703716278,0.019176475703716278
