fold,epoch,train_loss,train_eval_loss,val_loss,train_active_rank_weight,train_active_hard_negative_weight,train_active_ssc_negative_weight,train_auroc,train_auprc,train_accuracy,train_sensitivity,train_specificity,train_f1,train_tp,train_tn,train_fp,train_fn,train_loss_cls,train_loss_cls_raw,train_loss_cls_biomarker,train_loss_biomarker_aux,train_loss_biomarker_aux_ssc,train_loss_biomarker_aux_vdj,train_loss_rank,train_loss_hard_neg,train_loss_ssc_neg,train_eval_loss_cls,train_eval_loss_cls_raw,train_eval_loss_cls_biomarker,train_eval_loss_biomarker_aux,train_eval_loss_biomarker_aux_ssc,train_eval_loss_biomarker_aux_vdj,train_eval_loss_rank,train_eval_loss_hard_neg,train_eval_loss_ssc_neg,val_auroc,val_auprc,val_accuracy,val_sensitivity,val_specificity,val_f1,val_tp,val_tn,val_fp,val_fn,val_loss_cls,val_loss_cls_raw,val_loss_cls_biomarker,val_loss_biomarker_aux,val_loss_biomarker_aux_ssc,val_loss_biomarker_aux_vdj,val_loss_rank,val_loss_hard_neg,val_loss_ssc_neg
4,1,0.5693872570991516,0.5708760768175125,0.5999449491500854,0.2,0.0,0.0,0.7294685990338164,0.5285673766652028,0.28125,1.0,0.0,0.43902439024390244,9.0,0.0,23.0,0.0,0.2224496826529503,0.2418699897825718,0.31412050873041153,0.4248477965593338,0.3966052904725075,0.4530903100967407,0.15545416250824928,0.0,0.0,0.27676233649253845,0.2004510723054409,0.1940976232290268,0.40494316816329956,0.398111529648304,0.41177482157945633,0.2248268835246563,0.0,0.0,0.5,0.3333333333333333,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.2900211811065674,0.20834071934223175,0.1849917322397232,0.3853623867034912,0.4688286781311035,0.3018961250782013,0.3196691870689392,0.0,0.0
4,2,0.5398426651954651,0.5669995695352554,0.6044737100601196,0.2,0.0,0.0,0.8115942028985508,0.6414831656210966,0.28125,1.0,0.0,0.43902439024390244,9.0,0.0,23.0,0.0,0.21043919026851654,0.2151111401617527,0.2590714953839779,0.44167502224445343,0.4452083334326744,0.43814173340797424,0.21418921276926994,0.0,0.0,0.273454986512661,0.21050918102264404,0.18975044414401054,0.4023909345269203,0.39475588500499725,0.4100259840488434,0.20699578151106834,0.0,0.0,0.6666666666666667,0.41666666666666663,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.2911643981933594,0.22075948119163513,0.18232461810112,0.38687682151794434,0.47086989879608154,0.3028837740421295,0.30870282649993896,0.0,0.0
4,3,0.506581723690033,0.47988782078027725,0.5183813571929932,0.2,0.0,0.0,0.8357487922705314,0.7316066224112201,0.375,1.0,0.13043478260869565,0.4736842105263158,9.0,3.0,20.0,0.0,0.22148258611559868,0.2027207389473915,0.21426909044384956,0.37851472944021225,0.40085065364837646,0.35617880523204803,0.16520825028419495,0.0,0.0,0.19058562815189362,0.2138175442814827,0.1860216073691845,0.3989150822162628,0.3900168538093567,0.40781329572200775,0.18751421384513378,0.0,0.0,0.6666666666666667,0.41666666666666663,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.20884881913661957,0.22453303635120392,0.17989856004714966,0.3874285817146301,0.47076210379600525,0.3040950894355774,0.2840789258480072,0.0,0.0
4,4,0.49722474813461304,0.45359451323747635,0.4991900324821472,0.2,0.0,0.0,0.893719806763285,0.8198412698412699,0.53125,1.0,0.34782608695652173,0.5454545454545454,9.0,8.0,15.0,0.0,0.18394731357693672,0.19993026927113533,0.2698895148932934,0.4160497784614563,0.4358075261116028,0.3962920159101486,0.17820514179766178,0.0,0.0,0.17009632289409637,0.2138623669743538,0.18238838389515877,0.39615844190120697,0.3860706761479378,0.40624620020389557,0.167496956884861,0.0,0.0,0.6666666666666667,0.41666666666666663,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0,0.19544585049152374,0.22500354051589966,0.1774900257587433,0.38762813806533813,0.47087201476097107,0.3043842911720276,0.2579762935638428,0.0,0.0
4,5,0.45855825394392014,0.4749276116490364,0.5292178988456726,0.2,0.0,0.0,0.8888888888888888,0.8095577262243929,0.375,1.0,0.13043478260869565,0.4736842105263158,9.0,3.0,20.0,0.0,0.15065667405724525,0.17644847184419632,0.2866092398762703,0.46129950135946274,0.351603701710701,0.5709953010082245,0.13552101247478276,0.0,0.0,0.19407780468463898,0.2188522107899189,0.17876172438263893,0.3946456089615822,0.38341257721185684,0.4058786407113075,0.14963982999324799,0.0,0.0,0.6666666666666667,0.41666666666666663,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.2235375940799713,0.23240280151367188,0.1753271222114563,0.3888896107673645,0.4727892279624939,0.3049899935722351,0.25168249011039734,0.0,0.0
4,6,0.5013258904218674,0.48539774864912033,0.5514375567436218,0.2,0.0,0.0,0.9227053140096618,0.8644130016679037,0.3125,1.0,0.043478260869565216,0.45000000000000007,9.0,1.0,22.0,0.0,0.19178301468491554,0.21175037696957588,0.22319765388965607,0.38811031728982925,0.3486938178539276,0.4275268316268921,0.2396322265267372,0.0,0.0,0.20936505869030952,0.22055573016405106,0.17543290555477142,0.39299777150154114,0.38050414621829987,0.4054913818836212,0.12876877188682556,0.0,0.0,0.6666666666666667,0.41666666666666663,0.25,1.0,0.0,0.4,2.0,0.0,6.0,0.0,0.24565136432647705,0.23606562614440918,0.1732867956161499,0.38965004682540894,0.47458454966545105,0.30471551418304443,0.24586491286754608,0.0,0.0
4,7,0.48556041717529297,0.4344835430383682,0.5158700942993164,0.2,0.0,0.0,0.9516908212560387,0.9035714285714285,0.40625,1.0,0.17391304347826086,0.4864864864864865,9.0,4.0,19.0,0.0,0.18667003512382507,0.2140125259757042,0.20543894171714783,0.41967593133449554,0.4043857231736183,0.43496614694595337,0.18022644892334938,0.0,0.0,0.1712995283305645,0.2088867537677288,0.17251257598400116,0.3901779130101204,0.37619631737470627,0.4041595011949539,0.10162835195660591,0.0,0.0,0.6666666666666667,0.41666666666666663,0.375,1.0,0.16666666666666666,0.4444444444444445,2.0,1.0,5.0,0.0,0.21540263295173645,0.22802647948265076,0.17135325074195862,0.38854700326919556,0.4733613431453705,0.30373266339302063,0.24385607242584229,0.0,0.0
4,8,0.46666768938302994,0.41008365899324417,0.5209367275238037,0.2,0.05,0.03,0.9710144927536233,0.9479717813051147,0.78125,1.0,0.6956521739130435,0.72,9.0,16.0,7.0,0.0,0.14538533613085747,0.18804428726434708,0.24552471935749054,0.35607170313596725,0.33609702438116074,0.3760463744401932,0.15604634769260883,0.48628684878349304,0.48628684878349304,0.13762159645557404,0.18531088158488274,0.16984398290514946,0.38708382099866867,0.3720032125711441,0.40216443687677383,0.06821404211223125,0.36627063900232315,0.36627063900232315,0.6666666666666667,0.41666666666666663,0.75,1.0,0.6666666666666666,0.6666666666666666,2.0,4.0,2.0,0.0,0.1938544511795044,0.20938333868980408,0.1695036143064499,0.3862062990665436,0.46985098719596863,0.30256161093711853,0.2461925595998764,0.4573066532611847,0.4573066532611847
4,9,0.3971868082880974,0.3603952154517174,0.488286554813385,0.2,0.05,0.03,0.9758454106280193,0.9603174603174602,0.8125,1.0,0.7391304347826086,0.7499999999999999,9.0,17.0,6.0,0.0,0.11807958781719208,0.1812988556921482,0.19649014994502068,0.4036407470703125,0.38695766776800156,0.42032383382320404,0.0825520483776927,0.2805960588157177,0.2805960588157177,0.12061615847051144,0.1670522354543209,0.16734027117490768,0.3847988247871399,0.36974868178367615,0.39984896779060364,0.047830484341830015,0.14203156158328056,0.13521316461265087,0.6666666666666667,0.41666666666666663,0.625,0.5,0.6666666666666666,0.4,1.0,4.0,2.0,1.0,0.1878831386566162,0.19482392072677612,0.16775760054588318,0.384049654006958,0.46708914637565613,0.3010101914405823,0.24242131412029266,0.23727619647979736,0.23727619647979736
4,10,0.3957437723875046,0.333407498896122,0.47597289085388184,0.2,0.05,0.03,0.9855072463768115,0.9722222222222222,0.8125,1.0,0.7391304347826086,0.7499999999999999,9.0,17.0,6.0,0.0,0.13062086701393127,0.19622473046183586,0.20475085079669952,0.3494271785020828,0.29668037593364716,0.4021739885210991,0.08432374708354473,0.10746929049491882,0.10746929049491882,0.1098252683877945,0.1611325405538082,0.164827611297369,0.38321586698293686,0.3688967823982239,0.39753497391939163,0.03493294003419578,0.021206684410572052,0.021206684410572052,0.6666666666666667,0.41666666666666663,0.625,0.5,0.6666666666666666,0.4,1.0,4.0,2.0,1.0,0.1899462193250656,0.19339293241500854,0.16606149077415466,0.3836648464202881,0.46725791692733765,0.30007174611091614,0.24677714705467224,0.06400389969348907,0.06400389969348907
