fold,epoch,train_loss,train_eval_loss,val_loss,train_auroc,train_auprc,train_accuracy,train_sensitivity,train_specificity,train_f1,train_tp,train_tn,train_fp,train_fn,val_auroc,val_auprc,val_accuracy,val_sensitivity,val_specificity,val_f1,val_tp,val_tn,val_fp,val_fn
1,1,0.21171892806887627,0.18325621262192726,0.15290047228336334,0.6763285024154589,0.5361375071519999,0.65625,0.6666666666666666,0.6521739130434783,0.5217391304347826,6.0,15.0,8.0,3.0,1.0,1.0,0.625,1.0,0.5,0.5714285714285715,2.0,3.0,3.0,0.0
1,2,0.19712427631020546,0.17523033916950226,0.1526743322610855,0.748792270531401,0.6121492704826039,0.65625,0.6666666666666666,0.6521739130434783,0.5217391304347826,6.0,15.0,8.0,3.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
1,3,0.22448502853512764,0.16866586357355118,0.15375757217407227,0.8115942028985508,0.6774727668845315,0.65625,0.8888888888888888,0.5652173913043478,0.5925925925925926,8.0,13.0,10.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
1,4,0.18415510654449463,0.16348544135689735,0.15568700432777405,0.8260869565217391,0.6963492063492063,0.59375,0.8888888888888888,0.4782608695652174,0.5517241379310346,8.0,11.0,12.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
1,5,0.1798918917775154,0.1584063321352005,0.15524934232234955,0.855072463768116,0.7169552669552669,0.625,0.8888888888888888,0.5217391304347826,0.5714285714285714,8.0,12.0,11.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
1,6,0.2167515754699707,0.15334877744317055,0.15412047505378723,0.8985507246376812,0.786777674032576,0.625,1.0,0.4782608695652174,0.6,9.0,11.0,12.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
1,7,0.1477999947965145,0.1489477902650833,0.15332761406898499,0.9227053140096618,0.8330467372134038,0.625,1.0,0.4782608695652174,0.6,9.0,11.0,12.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
1,8,0.1494247205555439,0.145175289362669,0.15271306037902832,0.9371980676328503,0.8641975308641976,0.625,1.0,0.4782608695652174,0.6,9.0,11.0,12.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
1,9,0.18103650212287903,0.141932874917984,0.1527862846851349,0.9516908212560387,0.8872285122285122,0.625,1.0,0.4782608695652174,0.6,9.0,11.0,12.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
1,10,0.18239933252334595,0.1396980881690979,0.15444019436836243,0.9613526570048309,0.9121572871572872,0.625,1.0,0.4782608695652174,0.6,9.0,11.0,12.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,2.0,2.0,4.0,0.0
