fold,threshold_strategy,threshold,full_oof_threshold,full_oof_accuracy_score,bootstrap_threshold_mean,bootstrap_threshold_std,bootstrap_threshold_median,bootstrap_threshold_q65,bootstrap_threshold_q75,oof_auroc,oof_auprc,oof_accuracy,oof_sensitivity,oof_specificity,oof_f1,oof_tp,oof_tn,oof_fp,oof_fn
0,bootstrap_q65_accuracy,0.8849999999999999,0.8849999999999999,0.75,0.7834513157263916,0.15395180477815745,0.8849999999999999,0.8849999999999999,0.8849999999999999,0.43961352657004826,0.3558384773662552,0.75,0.1111111111111111,1.0,0.2,1.0,23.0,0.0,8.0
1,bootstrap_q65_accuracy,0.8799999999999999,0.8799999999999999,0.71875,0.8545399999999997,0.06458257744399264,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.3188405797101449,0.31302771503858456,0.71875,0.1111111111111111,0.9565217391304348,0.18181818181818182,1.0,22.0,1.0,8.0
2,bootstrap_q65_accuracy,0.95,0.95,0.8125,0.8361047727474724,0.19295119096454688,0.95,0.95,0.95,0.5833333333333334,0.48334340455370395,0.8125,0.25,1.0,0.4,2.0,24.0,0.0,6.0
3,bootstrap_q65_accuracy,0.9149999999999999,0.9149999999999999,0.6875,0.713586033532973,0.2226727686768264,0.8799999999999999,0.9149999999999999,0.9149999999999999,0.48309178743961345,0.29039305187283826,0.6875,0.0,0.9565217391304348,0.0,0.0,22.0,1.0,9.0
4,bootstrap_q65_accuracy,0.9349999999999999,0.9349999999999999,0.71875,0.8546629737990754,0.11360042622447959,0.9349999999999999,0.9349999999999999,0.9349999999999999,0.357487922705314,0.2458591541276302,0.71875,0.0,1.0,0.0,0.0,23.0,0.0,9.0
