pipeline,feature_compression,selector,folds,repeats,repeat_offset,n_subjects,label_permutation_seed,auroc_raw_score,auprc_raw_score,balanced_acc_raw_score,accuracy_raw_score,pred_pos_rate_raw_score,auroc_percentile_score,auprc_percentile_score,balanced_acc_percentile_score,accuracy_percentile_score,pred_pos_rate_percentile_score,auroc_effect_score,auprc_effect_score,balanced_acc_effect_score,accuracy_effect_score,pred_pos_rate_effect_score,auroc_robust_effect_score,auprc_robust_effect_score,balanced_acc_robust_effect_score,accuracy_robust_effect_score,pred_pos_rate_robust_effect_score,auroc_ecdf_evidence_score,auprc_ecdf_evidence_score,balanced_acc_ecdf_evidence_score,accuracy_ecdf_evidence_score,pred_pos_rate_ecdf_evidence_score,auroc_lda_score,auprc_lda_score,balanced_acc_lda_score,accuracy_lda_score,pred_pos_rate_lda_score,auroc_threshold_centered_score,auprc_threshold_centered_score,balanced_acc_threshold_centered_score,accuracy_threshold_centered_score,pred_pos_rate_threshold_centered_score,auroc_platt_c01_score,auprc_platt_c01_score,balanced_acc_platt_c01_score,accuracy_platt_c01_score,pred_pos_rate_platt_c01_score,auroc_platt_c1_score,auprc_platt_c1_score,balanced_acc_platt_c1_score,accuracy_platt_c1_score,pred_pos_rate_platt_c1_score,auroc_platt_c10_score,auprc_platt_c10_score,balanced_acc_platt_c10_score,accuracy_platt_c10_score,pred_pos_rate_platt_c10_score,auroc_beta_c1_score,auprc_beta_c1_score,balanced_acc_beta_c1_score,accuracy_beta_c1_score,pred_pos_rate_beta_c1_score,auroc_beta_c10_score,auprc_beta_c10_score,balanced_acc_beta_c10_score,accuracy_beta_c10_score,pred_pos_rate_beta_c10_score,auroc_isotonic_score,auprc_isotonic_score,balanced_acc_isotonic_score,accuracy_isotonic_score,pred_pos_rate_isotonic_score,auroc_final_threshold_centered_score,auprc_final_threshold_centered_score,balanced_acc_final_threshold_centered_score,accuracy_final_threshold_centered_score,pred_pos_rate_final_threshold_centered_score,auroc_final_decision_score,auprc_final_decision_score,balanced_acc_final_decision_score,accuracy_final_decision_score,pred_pos_rate_final_decision_score
auto_feature_nn_crossfit_ensemble,signal_pca,stable_hybrid,5,10,10,40,-1,0.8087774294670846,0.6024111853059222,0.6724137931034483,0.525,0.75,0.8103448275862069,0.6187414950533391,0.7429467084639498,0.75,0.375,0.7993730407523512,0.6024481265860576,0.731974921630094,0.775,0.3,0.8025078369905956,0.6446350814386006,0.7037617554858934,0.775,0.25,0.8087774294670846,0.6142857142857143,0.731974921630094,0.775,0.3,0.7554858934169278,0.5721358467929033,0.5,0.725,0.0,0.658307210031348,0.47886167686068876,0.5282131661442007,0.725,0.05,0.13793103448275862,0.17811555784948152,0.5,0.725,0.0,0.1786833855799373,0.18603642841083032,0.5,0.725,0.0,0.5203761755485894,0.31623193393528315,0.5,0.725,0.0,0.4890282131661442,0.30032443098232575,0.5,0.725,0.0,0.7241379310344829,0.5291796023346825,0.5,0.725,0.0,0.7899686520376175,0.5347097347097347,0.5,0.725,0.0,0.658307210031348,0.47886167686068876,0.5282131661442007,0.725,0.05,0.713166144200627,0.5286075036075036,0.5736677115987461,0.75,0.075
