pipeline,feature_compression,selector,folds,repeats,n_subjects,auroc_raw_score,auprc_raw_score,balanced_acc_raw_score,accuracy_raw_score,pred_pos_rate_raw_score,auroc_percentile_score,auprc_percentile_score,balanced_acc_percentile_score,accuracy_percentile_score,pred_pos_rate_percentile_score,auroc_effect_score,auprc_effect_score,balanced_acc_effect_score,accuracy_effect_score,pred_pos_rate_effect_score
auto_feature_nn_crossfit_ensemble,signal_pca,stable_hybrid,5,10,40,0.890282131661442,0.7651471938637714,0.7068965517241379,0.575,0.7,0.865203761755486,0.7495129870129871,0.7884012539184952,0.775,0.4,0.8557993730407523,0.7525849150849151,0.7147335423197492,0.75,0.325
