pipeline,feature_compression,selector,folds,repeats,n_subjects,label_permutation_seed,auroc_raw_score,auprc_raw_score,balanced_acc_raw_score,accuracy_raw_score,pred_pos_rate_raw_score,auroc_percentile_score,auprc_percentile_score,balanced_acc_percentile_score,accuracy_percentile_score,pred_pos_rate_percentile_score,auroc_effect_score,auprc_effect_score,balanced_acc_effect_score,accuracy_effect_score,pred_pos_rate_effect_score,auroc_robust_effect_score,auprc_robust_effect_score,balanced_acc_robust_effect_score,accuracy_robust_effect_score,pred_pos_rate_robust_effect_score,auroc_ecdf_evidence_score,auprc_ecdf_evidence_score,balanced_acc_ecdf_evidence_score,accuracy_ecdf_evidence_score,pred_pos_rate_ecdf_evidence_score,auroc_lda_score,auprc_lda_score,balanced_acc_lda_score,accuracy_lda_score,pred_pos_rate_lda_score,auroc_threshold_centered_score,auprc_threshold_centered_score,balanced_acc_threshold_centered_score,accuracy_threshold_centered_score,pred_pos_rate_threshold_centered_score
auto_feature_nn_crossfit_ensemble,signal_pca,stable_hybrid,5,10,40,-1,0.8934169278996865,0.7909233022869386,0.6896551724137931,0.55,0.725,0.8573667711598747,0.716714243888157,0.7711598746081505,0.75,0.425,0.8620689655172414,0.751070039607589,0.8401253918495297,0.85,0.325,0.8369905956112852,0.6835123657704303,0.7774294670846396,0.8,0.325,0.8589341692789969,0.7455603977343108,0.8401253918495297,0.85,0.325,0.7836990595611285,0.620936013361542,0.5,0.725,0.0,0.799373040752351,0.5725981747720879,0.5454545454545454,0.75,0.025
