bootstrap_objective,threshold_aggregation,fold,subject_id,label,pred_label,error_type,prob,threshold,margin,feature,raw_value_imputed,zscore,train_percentile,class0_mean_z,class1_mean_z,class_contrast_z,positive_side_score,direction,supports_error
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_ik_hip_adduction_r_std,4.931987293543304,1.2327116199011996,0.84375,-0.2086254102037173,0.5331538260761652,0.7417792362798825,1.0704474119649756,positive_like,False
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_ik_hip_adduction_r_abs_peak,12.194306886999998,0.784706229240604,0.78125,-0.20448158680304526,0.5225640551633404,0.7270456419663857,0.6256649950604565,positive_like,False
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_syn1_sparsity,0.2236278834003526,-2.0903724963761237,0.03125,0.1369385833014925,-0.3499541573260365,-0.486892740627529,1.9838647093638517,positive_like,False
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_emg_VMO_abs_peak,353.8821716308594,1.5260469428007815,0.96875,0.22730616598870895,-0.5808935353044786,-0.8081997012931876,-1.7028406274586663,negative_like,True
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,SSC_ik_subtalar_angle_r_std,2.3902673362092317,-0.6611375055942771,0.28125,0.16786894359701018,-0.4289984114145816,-0.5968673550115918,0.5305727716854913,positive_like,False
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_label_duration,0.27,-2.851516708873299,0.0,-0.2079647529613073,0.531465479790005,0.7394302327513123,-3.013267072287648,negative_like,True
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_grf_grf2_vz_peak_t_ms,76.99999999999996,0.05160580999446435,0.84375,-0.21963632176388712,0.5612928222854884,0.7809291440493755,-0.11922244026633627,negative_like,True
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_id_knee_angle_r_moment_mean,57.62781315294049,-0.8144117247090759,0.21875,0.09615509019980387,-0.24572967495505507,-0.34188476515485894,0.7396244323314503,positive_like,False
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_imu_Accel_Earth_Y_mG_abs_peak,12548.9,-1.605397147238499,0.0625,0.1548754290216253,-0.3957927630552659,-0.5506681920768912,1.4849384802216785,positive_like,False
accuracy,q75,0,33,1,0,FN,0.275889411501158,0.3275245874785029,-0.051635175977344905,VDJ_id_hip_rotation_r_moment_mean,22.51986401811882,2.5960030247979184,1.0,-0.031704370122190476,0.08102227920115355,0.11272664932334403,2.5713440702584367,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_emg_VLO_peak_t_ms,37.999999999999815,-1.0594691375442038,0.15625,0.25341768996014036,-0.7602530698804213,-1.0136707598405617,0.8060514475840633,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_emg_SEMITEND_min,25.026336669921875,1.9025320306789049,0.9375,-0.29307495172080417,0.8792248551624122,1.1722998068832164,1.6094570789581009,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_imu_roll_deg_peak_t_ms,14.15500000000014,-0.28564522270360576,0.75,0.2126372861186843,-0.6379118583560535,-0.8505491444747377,0.07300793658492116,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_ik_hip_adduction_r_range,10.39277999,0.2923740029078752,0.65625,-0.21920314756159684,0.6576094426847916,0.8768125902463885,0.07317085534627782,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_syn2_early_integral,0.0229551875955838,-1.031975442511168,0.0625,0.06955550071366516,-0.20866650214099514,-0.2782220028546603,0.962419941797503,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_id_knee_angle_r_moment_min,-36.56029204400004,-1.5741859455976421,0.0625,-0.19609654087596903,0.5882896226279084,0.7843861635038775,-1.7702824864736117,negative_like,True
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_ik_hip_rotation_r_range,5.544466211999989,-1.2117064071332666,0.09375,0.062190196805845754,-0.1865705904175356,-0.24876078722338135,1.1495162103274217,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_emg_VMO_max,139.9208984375,-0.849451217598037,0.21875,0.07797817523702281,-0.23393452571106851,-0.3119127009480913,0.7714730423610141,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_emg_MED. GASTRO_min,6.317917346954346,-0.5083604205335215,0.4375,0.13666410666276596,-0.40999231998829755,-0.5466564266510635,0.3716963138707557,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_id_hip_adduction_r_moment_std,72.53375974316064,0.9228603084379888,0.875,-0.1791963813200662,0.5375891439601964,0.7167855252802626,0.7436639271179237,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_ik_hip_adduction_r_std,3.6879185443564384,0.2706365191520626,0.71875,-0.17763968811294698,0.5329190643388397,0.7105587524517867,0.09299683103911621,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_ik_hip_adduction_r_abs_peak,7.19757578,-0.31283919435650964,0.4375,-0.1931976016245965,0.5795928048737911,0.7727904064983876,-0.506036795981107,negative_like,True
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_syn1_sparsity,0.4602700158716531,-0.6323308765192827,0.1875,0.17512644599882643,-0.5253793379964757,-0.7005057839953022,0.457204430520458,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_emg_VMO_abs_peak,139.9208984375,-0.849451217598037,0.21875,0.07797817523702281,-0.23393452571106851,-0.3119127009480913,0.7714730423610141,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_ik_subtalar_angle_r_std,5.80967023680482,1.48607330180429,0.875,0.22650988988872692,-0.6795296696661801,-0.906039559554907,-1.7125831916930165,negative_like,True
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_label_duration,0.6999999999999997,1.1513433833256599,0.90625,-0.08024514489845551,0.24073543469536668,0.3209805795938222,1.0710982384272043,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_grf_grf2_vz_peak_t_ms,78.50000000000001,0.0942965780222951,0.75,-0.1670869189517872,0.501260756855362,0.6683476758071492,-0.0727903409294923,negative_like,True
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_id_knee_angle_r_moment_mean,44.86938730231677,-1.816371009325816,0.03125,0.07216705043466622,-0.21650115130400255,-0.28866820173866875,1.744203958891148,positive_like,False
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_imu_Accel_Earth_Y_mG_abs_peak,17076.3,-0.18311760118324247,0.40625,0.22011078585275545,-0.6603323575582688,-0.8804431434110243,-0.036993184669514206,negative_like,True
accuracy,median,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_id_hip_rotation_r_moment_mean,-3.8247902254455344,-0.9328245183158685,0.21875,-0.10310476147561894,0.3093142844268565,0.4124190459024754,-1.0359292797914874,negative_like,True
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_emg_VLO_peak_t_ms,37.999999999999815,-1.0594691375442038,0.15625,0.25341768996014036,-0.7602530698804213,-1.0136707598405617,0.8060514475840633,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_emg_SEMITEND_min,25.026336669921875,1.9025320306789049,0.9375,-0.29307495172080417,0.8792248551624122,1.1722998068832164,1.6094570789581009,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_imu_roll_deg_peak_t_ms,14.15500000000014,-0.28564522270360576,0.75,0.2126372861186843,-0.6379118583560535,-0.8505491444747377,0.07300793658492116,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_ik_hip_adduction_r_range,10.39277999,0.2923740029078752,0.65625,-0.21920314756159684,0.6576094426847916,0.8768125902463885,0.07317085534627782,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_syn2_early_integral,0.0229551875955838,-1.031975442511168,0.0625,0.06955550071366516,-0.20866650214099514,-0.2782220028546603,0.962419941797503,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_id_knee_angle_r_moment_min,-36.56029204400004,-1.5741859455976421,0.0625,-0.19609654087596903,0.5882896226279084,0.7843861635038775,-1.7702824864736117,negative_like,True
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_ik_hip_rotation_r_range,5.544466211999989,-1.2117064071332666,0.09375,0.062190196805845754,-0.1865705904175356,-0.24876078722338135,1.1495162103274217,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_emg_VMO_max,139.9208984375,-0.849451217598037,0.21875,0.07797817523702281,-0.23393452571106851,-0.3119127009480913,0.7714730423610141,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_emg_MED. GASTRO_min,6.317917346954346,-0.5083604205335215,0.4375,0.13666410666276596,-0.40999231998829755,-0.5466564266510635,0.3716963138707557,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_id_hip_adduction_r_moment_std,72.53375974316064,0.9228603084379888,0.875,-0.1791963813200662,0.5375891439601964,0.7167855252802626,0.7436639271179237,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_ik_hip_adduction_r_std,3.6879185443564384,0.2706365191520626,0.71875,-0.17763968811294698,0.5329190643388397,0.7105587524517867,0.09299683103911621,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_ik_hip_adduction_r_abs_peak,7.19757578,-0.31283919435650964,0.4375,-0.1931976016245965,0.5795928048737911,0.7727904064983876,-0.506036795981107,negative_like,True
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_syn1_sparsity,0.4602700158716531,-0.6323308765192827,0.1875,0.17512644599882643,-0.5253793379964757,-0.7005057839953022,0.457204430520458,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_emg_VMO_abs_peak,139.9208984375,-0.849451217598037,0.21875,0.07797817523702281,-0.23393452571106851,-0.3119127009480913,0.7714730423610141,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,SSC_ik_subtalar_angle_r_std,5.80967023680482,1.48607330180429,0.875,0.22650988988872692,-0.6795296696661801,-0.906039559554907,-1.7125831916930165,negative_like,True
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_label_duration,0.6999999999999997,1.1513433833256599,0.90625,-0.08024514489845551,0.24073543469536668,0.3209805795938222,1.0710982384272043,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_grf_grf2_vz_peak_t_ms,78.50000000000001,0.0942965780222951,0.75,-0.1670869189517872,0.501260756855362,0.6683476758071492,-0.0727903409294923,negative_like,True
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_id_knee_angle_r_moment_mean,44.86938730231677,-1.816371009325816,0.03125,0.07216705043466622,-0.21650115130400255,-0.28866820173866875,1.744203958891148,positive_like,False
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_imu_Accel_Earth_Y_mG_abs_peak,17076.3,-0.18311760118324247,0.40625,0.22011078585275545,-0.6603323575582688,-0.8804431434110243,-0.036993184669514206,negative_like,True
accuracy,q65,2,15,1,0,FN,0.2299833305006997,0.3007729281645735,-0.07078959766387383,VDJ_id_hip_rotation_r_moment_mean,-3.8247902254455344,-0.9328245183158685,0.21875,-0.10310476147561894,0.3093142844268565,0.4124190459024754,-1.0359292797914874,negative_like,True
