fold,n_train,n_val,best_epoch,device,pos_weight,weighted_sampler,loss_name,loss_gamma,loss_neg_weight,threshold_strategy,threshold,train_threshold_objective,loss_cb_beta,auroc,auprc,accuracy,sensitivity,specificity,f1,tp,tn,fp,fn,val_loss
0,62,16,1,cuda,1.3928543240294367,1,cb_focal,1.5,0.6071456759705632,f1,0.5794976353645325,0.7234042553191489,0.995,0.5833333333333333,0.4797619047619047,0.5,0.25,0.5833333333333334,0.2,1.0,7.0,5.0,3.0,0.22043202817440033
1,62,16,19,cuda,1.3928543240294367,1,cb_focal,1.5,0.6071456759705632,f1,0.57,1.0,0.995,0.8541666666666667,0.75,0.875,0.5,1.0,0.6666666666666666,2.0,12.0,0.0,2.0,0.16140785813331604
2,62,16,1,cuda,1.4553311737149637,1,cb_focal,1.5,0.5446688262850361,f1,0.6049807071685791,0.6341463414634146,0.995,0.5666666666666667,0.578042328042328,0.5625,0.6666666666666666,0.5,0.5333333333333333,4.0,5.0,5.0,2.0,0.2152412310242653
3,63,15,25,cuda,1.4013026423190722,1,cb_focal,1.5,0.5986973576809276,f1,0.57,0.972972972972973,0.995,0.5,0.475,0.7333333333333333,0.25,0.9090909090909091,0.3333333333333333,1.0,10.0,1.0,3.0,0.3044073022902012
4,63,15,13,cuda,1.4013026423190722,1,cb_focal,1.5,0.5986973576809276,f1,0.6,0.923076923076923,0.995,0.9090909090909091,0.8166666666666667,0.7333333333333333,0.5,0.8181818181818182,0.5,2.0,9.0,2.0,2.0,0.17776580154895782
