bootstrap_objective,threshold_aggregation,fold,subject_id,label,pred_label,error_type,prob,threshold,margin,abs_margin,near_boundary,prob_uncalibrated,logit_uncalibrated,logit_std,source_accuracy_threshold,source_accuracy_pred_label,source_accuracy_margin,top_error_support_features,top_counter_features,nearest_neighbors,nearest_same_label_neighbors,nearest_opposite_label_neighbors
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,0.10802803248759821,False,0.4256225538901559,-0.2997338220477104,0.7642958078923814,0.3237403440924212,0,-0.10802803248759821,"VDJ_label_duration(score=-3.013,z=-2.85,pct=0.00);VDJ_emg_VMO_max(score=-1.703,z=1.53,pct=0.97);VDJ_emg_VMO_abs_peak(score=-1.703,z=1.53,pct=0.97);VDJ_id_knee_angle_r_moment_min(score=-0.756,z=-0.63,pct=0.19);SSC_id_hip_adduction_r_moment_std(score=-0.439,z=-0.26,pct=0.44)","VDJ_id_hip_rotation_r_moment_mean(score=2.571,z=2.60,pct=1.00);VDJ_syn1_sparsity(score=1.984,z=-2.09,pct=0.03);VDJ_imu_Accel_Earth_Y_mG_abs_peak(score=1.485,z=-1.61,pct=0.06);VDJ_emg_SEMITEND_min(score=1.299,z=1.51,pct=0.94);SSC_imu_roll_deg_peak_t_ms(score=1.149,z=-1.32,pct=0.06)","17(y=0,d=5.75,oof=0.244);29(y=0,d=5.97,oof=0.253);20(y=0,d=6.31,oof=0.271);18(y=0,d=6.42,oof=0.263);40(y=0,d=6.54,oof=0.176)","9(y=1,d=6.68,oof=0.355);19(y=1,d=6.74,oof=0.328);6(y=1,d=7.06,oof=0.441);23(y=1,d=7.17,oof=0.324);32(y=1,d=7.21,oof=0.353)","17(y=0,d=5.75,oof=0.244);29(y=0,d=5.97,oof=0.253);20(y=0,d=6.31,oof=0.271);18(y=0,d=6.42,oof=0.263);40(y=0,d=6.54,oof=0.176)"
accuracy,q65,0,33,1,0,FN,0.215712311604823,0.3275245874785029,-0.1118122758736799,0.1118122758736799,False,0.4256225538901559,-0.2997338220477104,0.7642958078923814,0.3237403440924212,0,-0.10802803248759821,"VDJ_label_duration(score=-3.013,z=-2.85,pct=0.00);VDJ_emg_VMO_max(score=-1.703,z=1.53,pct=0.97);VDJ_emg_VMO_abs_peak(score=-1.703,z=1.53,pct=0.97);VDJ_id_knee_angle_r_moment_min(score=-0.756,z=-0.63,pct=0.19);SSC_id_hip_adduction_r_moment_std(score=-0.439,z=-0.26,pct=0.44)","VDJ_id_hip_rotation_r_moment_mean(score=2.571,z=2.60,pct=1.00);VDJ_syn1_sparsity(score=1.984,z=-2.09,pct=0.03);VDJ_imu_Accel_Earth_Y_mG_abs_peak(score=1.485,z=-1.61,pct=0.06);VDJ_emg_SEMITEND_min(score=1.299,z=1.51,pct=0.94);SSC_imu_roll_deg_peak_t_ms(score=1.149,z=-1.32,pct=0.06)","17(y=0,d=5.75,oof=0.244);29(y=0,d=5.97,oof=0.253);20(y=0,d=6.31,oof=0.271);18(y=0,d=6.42,oof=0.263);40(y=0,d=6.54,oof=0.176)","9(y=1,d=6.68,oof=0.355);19(y=1,d=6.74,oof=0.328);6(y=1,d=7.06,oof=0.441);23(y=1,d=7.17,oof=0.324);32(y=1,d=7.21,oof=0.353)","17(y=0,d=5.75,oof=0.244);29(y=0,d=5.97,oof=0.253);20(y=0,d=6.31,oof=0.271);18(y=0,d=6.42,oof=0.263);40(y=0,d=6.54,oof=0.176)"
accuracy,q75,0,33,1,0,FN,0.215712311604823,0.3275245874785029,-0.1118122758736799,0.1118122758736799,False,0.4256225538901559,-0.2997338220477104,0.7642958078923814,0.3237403440924212,0,-0.10802803248759821,"VDJ_label_duration(score=-3.013,z=-2.85,pct=0.00);VDJ_emg_VMO_max(score=-1.703,z=1.53,pct=0.97);VDJ_emg_VMO_abs_peak(score=-1.703,z=1.53,pct=0.97);VDJ_id_knee_angle_r_moment_min(score=-0.756,z=-0.63,pct=0.19);SSC_id_hip_adduction_r_moment_std(score=-0.439,z=-0.26,pct=0.44)","VDJ_id_hip_rotation_r_moment_mean(score=2.571,z=2.60,pct=1.00);VDJ_syn1_sparsity(score=1.984,z=-2.09,pct=0.03);VDJ_imu_Accel_Earth_Y_mG_abs_peak(score=1.485,z=-1.61,pct=0.06);VDJ_emg_SEMITEND_min(score=1.299,z=1.51,pct=0.94);SSC_imu_roll_deg_peak_t_ms(score=1.149,z=-1.32,pct=0.06)","17(y=0,d=5.75,oof=0.244);29(y=0,d=5.97,oof=0.253);20(y=0,d=6.31,oof=0.271);18(y=0,d=6.42,oof=0.263);40(y=0,d=6.54,oof=0.176)","9(y=1,d=6.68,oof=0.355);19(y=1,d=6.74,oof=0.328);6(y=1,d=7.06,oof=0.441);23(y=1,d=7.17,oof=0.324);32(y=1,d=7.21,oof=0.353)","17(y=0,d=5.75,oof=0.244);29(y=0,d=5.97,oof=0.253);20(y=0,d=6.31,oof=0.271);18(y=0,d=6.42,oof=0.263);40(y=0,d=6.54,oof=0.176)"
accuracy,median,1,14,0,1,FP,0.4264864343703394,0.355984591167536,0.0705018432028034,0.0705018432028034,False,0.5688791090038219,0.2772794090211391,0.9286693863550036,0.3841118750558501,1,0.0423745593144893,"VDJ_label_duration(score=1.834,z=1.93,pct=1.00);VDJ_imu_Accel_Earth_Y_mG_abs_peak(score=1.766,z=-1.96,pct=0.03);SSC_id_hip_adduction_r_moment_std(score=1.523,z=1.69,pct=0.97);VDJ_ik_hip_adduction_r_abs_peak(score=1.067,z=1.18,pct=0.91);VDJ_emg_VLO_peak_t_ms(score=0.844,z=-1.08,pct=0.06)","SSC_emg_MED. GASTRO_min(score=-2.434,z=2.32,pct=0.97);SSC_ik_subtalar_angle_r_std(score=-2.019,z=1.89,pct=0.97);VDJ_id_hip_rotation_r_moment_mean(score=-1.584,z=-1.44,pct=0.03);SSC_ik_hip_rotation_r_range(score=-1.550,z=1.48,pct=0.91);VDJ_id_knee_angle_r_moment_min(score=-1.346,z=-1.27,pct=0.09)","15(y=1,d=4.80,oof=0.404);8(y=0,d=5.45,oof=0.257);4(y=0,d=5.51,oof=0.492);6(y=1,d=5.53,oof=0.384);11(y=0,d=5.56,oof=0.250)","8(y=0,d=5.45,oof=0.257);4(y=0,d=5.51,oof=0.492);11(y=0,d=5.56,oof=0.250);18(y=0,d=6.28,oof=0.352);7(y=0,d=6.36,oof=0.254)","15(y=1,d=4.80,oof=0.404);6(y=1,d=5.53,oof=0.384);19(y=1,d=6.31,oof=0.415);5(y=1,d=6.33,oof=0.442);22(y=1,d=6.39,oof=0.463)"
accuracy,q65,1,2,1,0,FN,0.3740990791404713,0.3841118750558501,-0.010012795915378792,0.010012795915378792,True,0.5384932499221935,0.1542782813310623,0.9036030234226776,0.3841118750558501,0,-0.010012795915378792,"VDJ_id_hip_rotation_r_moment_mean(score=-1.211,z=-1.06,pct=0.12);VDJ_emg_SEMITEND_min(score=-1.026,z=-0.76,pct=0.38);VDJ_label_duration(score=-0.802,z=-0.71,pct=0.28);VDJ_id_knee_angle_r_moment_mean(score=-0.553,z=0.43,pct=0.72);VDJ_syn1_sparsity(score=-0.493,z=0.35,pct=0.69)","VDJ_ik_hip_adduction_r_abs_peak(score=3.625,z=3.74,pct=1.00);VDJ_grf_grf2_vz_peak_t_ms(score=3.291,z=3.41,pct=1.00);SSC_ik_subtalar_angle_r_std(score=1.678,z=-1.80,pct=0.00);VDJ_ik_hip_adduction_r_range(score=1.468,z=1.59,pct=0.91);VDJ_ik_hip_adduction_r_std(score=1.453,z=1.57,pct=0.94)","16(y=0,d=5.22,oof=0.368);5(y=1,d=5.62,oof=0.442);1(y=0,d=6.00,oof=0.194);6(y=1,d=6.10,oof=0.384);4(y=0,d=6.33,oof=0.492)","5(y=1,d=5.62,oof=0.442);6(y=1,d=6.10,oof=0.384);32(y=1,d=6.69,oof=0.356);19(y=1,d=6.99,oof=0.415);22(y=1,d=7.38,oof=0.463)","16(y=0,d=5.22,oof=0.368);1(y=0,d=6.00,oof=0.194);4(y=0,d=6.33,oof=0.492);35(y=0,d=6.40,oof=0.327);18(y=0,d=7.17,oof=0.352)"
accuracy,q65,1,14,0,1,FP,0.4264864343703394,0.3841118750558501,0.0423745593144893,0.0423745593144893,False,0.5688791090038219,0.2772794090211391,0.9286693863550036,0.3841118750558501,1,0.0423745593144893,"VDJ_label_duration(score=1.834,z=1.93,pct=1.00);VDJ_imu_Accel_Earth_Y_mG_abs_peak(score=1.766,z=-1.96,pct=0.03);SSC_id_hip_adduction_r_moment_std(score=1.523,z=1.69,pct=0.97);VDJ_ik_hip_adduction_r_abs_peak(score=1.067,z=1.18,pct=0.91);VDJ_emg_VLO_peak_t_ms(score=0.844,z=-1.08,pct=0.06)","SSC_emg_MED. GASTRO_min(score=-2.434,z=2.32,pct=0.97);SSC_ik_subtalar_angle_r_std(score=-2.019,z=1.89,pct=0.97);VDJ_id_hip_rotation_r_moment_mean(score=-1.584,z=-1.44,pct=0.03);SSC_ik_hip_rotation_r_range(score=-1.550,z=1.48,pct=0.91);VDJ_id_knee_angle_r_moment_min(score=-1.346,z=-1.27,pct=0.09)","15(y=1,d=4.80,oof=0.404);8(y=0,d=5.45,oof=0.257);4(y=0,d=5.51,oof=0.492);6(y=1,d=5.53,oof=0.384);11(y=0,d=5.56,oof=0.250)","8(y=0,d=5.45,oof=0.257);4(y=0,d=5.51,oof=0.492);11(y=0,d=5.56,oof=0.250);18(y=0,d=6.28,oof=0.352);7(y=0,d=6.36,oof=0.254)","15(y=1,d=4.80,oof=0.404);6(y=1,d=5.53,oof=0.384);19(y=1,d=6.31,oof=0.415);5(y=1,d=6.33,oof=0.442);22(y=1,d=6.39,oof=0.463)"
accuracy,q75,1,2,1,0,FN,0.3740990791404713,0.3841118750558501,-0.010012795915378792,0.010012795915378792,True,0.5384932499221935,0.1542782813310623,0.9036030234226776,0.3841118750558501,0,-0.010012795915378792,"VDJ_id_hip_rotation_r_moment_mean(score=-1.211,z=-1.06,pct=0.12);VDJ_emg_SEMITEND_min(score=-1.026,z=-0.76,pct=0.38);VDJ_label_duration(score=-0.802,z=-0.71,pct=0.28);VDJ_id_knee_angle_r_moment_mean(score=-0.553,z=0.43,pct=0.72);VDJ_syn1_sparsity(score=-0.493,z=0.35,pct=0.69)","VDJ_ik_hip_adduction_r_abs_peak(score=3.625,z=3.74,pct=1.00);VDJ_grf_grf2_vz_peak_t_ms(score=3.291,z=3.41,pct=1.00);SSC_ik_subtalar_angle_r_std(score=1.678,z=-1.80,pct=0.00);VDJ_ik_hip_adduction_r_range(score=1.468,z=1.59,pct=0.91);VDJ_ik_hip_adduction_r_std(score=1.453,z=1.57,pct=0.94)","16(y=0,d=5.22,oof=0.368);5(y=1,d=5.62,oof=0.442);1(y=0,d=6.00,oof=0.194);6(y=1,d=6.10,oof=0.384);4(y=0,d=6.33,oof=0.492)","5(y=1,d=5.62,oof=0.442);6(y=1,d=6.10,oof=0.384);32(y=1,d=6.69,oof=0.356);19(y=1,d=6.99,oof=0.415);22(y=1,d=7.38,oof=0.463)","16(y=0,d=5.22,oof=0.368);1(y=0,d=6.00,oof=0.194);4(y=0,d=6.33,oof=0.492);35(y=0,d=6.40,oof=0.327);18(y=0,d=7.17,oof=0.352)"
accuracy,q75,1,14,0,1,FP,0.4264864343703394,0.3841118750558501,0.0423745593144893,0.0423745593144893,False,0.5688791090038219,0.2772794090211391,0.9286693863550036,0.3841118750558501,1,0.0423745593144893,"VDJ_label_duration(score=1.834,z=1.93,pct=1.00);VDJ_imu_Accel_Earth_Y_mG_abs_peak(score=1.766,z=-1.96,pct=0.03);SSC_id_hip_adduction_r_moment_std(score=1.523,z=1.69,pct=0.97);VDJ_ik_hip_adduction_r_abs_peak(score=1.067,z=1.18,pct=0.91);VDJ_emg_VLO_peak_t_ms(score=0.844,z=-1.08,pct=0.06)","SSC_emg_MED. GASTRO_min(score=-2.434,z=2.32,pct=0.97);SSC_ik_subtalar_angle_r_std(score=-2.019,z=1.89,pct=0.97);VDJ_id_hip_rotation_r_moment_mean(score=-1.584,z=-1.44,pct=0.03);SSC_ik_hip_rotation_r_range(score=-1.550,z=1.48,pct=0.91);VDJ_id_knee_angle_r_moment_min(score=-1.346,z=-1.27,pct=0.09)","15(y=1,d=4.80,oof=0.404);8(y=0,d=5.45,oof=0.257);4(y=0,d=5.51,oof=0.492);6(y=1,d=5.53,oof=0.384);11(y=0,d=5.56,oof=0.250)","8(y=0,d=5.45,oof=0.257);4(y=0,d=5.51,oof=0.492);11(y=0,d=5.56,oof=0.250);18(y=0,d=6.28,oof=0.352);7(y=0,d=6.36,oof=0.254)","15(y=1,d=4.80,oof=0.404);6(y=1,d=5.53,oof=0.384);19(y=1,d=6.31,oof=0.415);5(y=1,d=6.33,oof=0.442);22(y=1,d=6.39,oof=0.463)"
accuracy,median,2,15,1,0,FN,0.0579637744388613,0.3007729281645735,-0.2428091537257122,0.2428091537257122,False,0.267254013950974,-1.0085995323956012,0.4581626738722797,0.2820715027672283,0,-0.224107728328367,"VDJ_id_knee_angle_r_moment_min(score=-1.770,z=-1.57,pct=0.06);SSC_ik_subtalar_angle_r_std(score=-1.713,z=1.49,pct=0.88);VDJ_id_hip_rotation_r_moment_mean(score=-1.036,z=-0.93,pct=0.22);VDJ_ik_hip_adduction_r_abs_peak(score=-0.506,z=-0.31,pct=0.44);VDJ_grf_grf2_vz_peak_t_ms(score=-0.073,z=0.09,pct=0.75)","VDJ_id_knee_angle_r_moment_mean(score=1.744,z=-1.82,pct=0.03);VDJ_emg_SEMITEND_min(score=1.609,z=1.90,pct=0.94);SSC_ik_hip_rotation_r_range(score=1.150,z=-1.21,pct=0.09);VDJ_label_duration(score=1.071,z=1.15,pct=0.91);SSC_syn2_early_integral(score=0.962,z=-1.03,pct=0.06)","5(y=1,d=4.35,oof=0.440);4(y=0,d=4.55,oof=0.370);18(y=0,d=4.68,oof=0.240);14(y=0,d=4.77,oof=0.279);6(y=1,d=4.82,oof=0.356)","5(y=1,d=4.35,oof=0.440);6(y=1,d=4.82,oof=0.356);22(y=1,d=5.03,oof=0.282);9(y=1,d=5.22,oof=0.433);32(y=1,d=5.81,oof=0.354)","4(y=0,d=4.55,oof=0.370);18(y=0,d=4.68,oof=0.240);14(y=0,d=4.77,oof=0.279);39(y=0,d=4.84,oof=0.215);29(y=0,d=4.92,oof=0.320)"
accuracy,q65,2,15,1,0,FN,0.0579637744388613,0.3007729281645735,-0.2428091537257122,0.2428091537257122,False,0.267254013950974,-1.0085995323956012,0.4581626738722797,0.2820715027672283,0,-0.224107728328367,"VDJ_id_knee_angle_r_moment_min(score=-1.770,z=-1.57,pct=0.06);SSC_ik_subtalar_angle_r_std(score=-1.713,z=1.49,pct=0.88);VDJ_id_hip_rotation_r_moment_mean(score=-1.036,z=-0.93,pct=0.22);VDJ_ik_hip_adduction_r_abs_peak(score=-0.506,z=-0.31,pct=0.44);VDJ_grf_grf2_vz_peak_t_ms(score=-0.073,z=0.09,pct=0.75)","VDJ_id_knee_angle_r_moment_mean(score=1.744,z=-1.82,pct=0.03);VDJ_emg_SEMITEND_min(score=1.609,z=1.90,pct=0.94);SSC_ik_hip_rotation_r_range(score=1.150,z=-1.21,pct=0.09);VDJ_label_duration(score=1.071,z=1.15,pct=0.91);SSC_syn2_early_integral(score=0.962,z=-1.03,pct=0.06)","5(y=1,d=4.35,oof=0.440);4(y=0,d=4.55,oof=0.370);18(y=0,d=4.68,oof=0.240);14(y=0,d=4.77,oof=0.279);6(y=1,d=4.82,oof=0.356)","5(y=1,d=4.35,oof=0.440);6(y=1,d=4.82,oof=0.356);22(y=1,d=5.03,oof=0.282);9(y=1,d=5.22,oof=0.433);32(y=1,d=5.81,oof=0.354)","4(y=0,d=4.55,oof=0.370);18(y=0,d=4.68,oof=0.240);14(y=0,d=4.77,oof=0.279);39(y=0,d=4.84,oof=0.215);29(y=0,d=4.92,oof=0.320)"
