bootstrap_objective,threshold_aggregation,fold,subject_id,label,pred_label,error_type,prob,threshold,margin,feature,raw_value_imputed,zscore,train_percentile,class0_mean_z,class1_mean_z,class_contrast_z,positive_side_score,direction,supports_error
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_ik_hip_adduction_r_std,4.931987293543304,1.2327116199011996,0.84375,-0.2086254102037173,0.5331538260761652,0.7417792362798825,1.0704474119649756,positive_like,False
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_ik_hip_adduction_r_abs_peak,12.194306886999998,0.784706229240604,0.78125,-0.20448158680304526,0.5225640551633404,0.7270456419663857,0.6256649950604565,positive_like,False
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_syn1_sparsity,0.2236278834003526,-2.0903724963761237,0.03125,0.1369385833014925,-0.3499541573260365,-0.486892740627529,1.9838647093638517,positive_like,False
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_emg_VMO_abs_peak,353.8821716308594,1.5260469428007815,0.96875,0.22730616598870895,-0.5808935353044786,-0.8081997012931876,-1.7028406274586663,negative_like,True
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,SSC_ik_subtalar_angle_r_std,2.3902673362092317,-0.6611375055942771,0.28125,0.16786894359701018,-0.4289984114145816,-0.5968673550115918,0.5305727716854913,positive_like,False
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_label_duration,0.27,-2.851516708873299,0.0,-0.2079647529613073,0.531465479790005,0.7394302327513123,-3.013267072287648,negative_like,True
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_grf_grf2_vz_peak_t_ms,76.99999999999996,0.05160580999446435,0.84375,-0.21963632176388712,0.5612928222854884,0.7809291440493755,-0.11922244026633627,negative_like,True
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_id_knee_angle_r_moment_mean,57.62781315294049,-0.8144117247090759,0.21875,0.09615509019980387,-0.24572967495505507,-0.34188476515485894,0.7396244323314503,positive_like,False
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_imu_Accel_Earth_Y_mG_abs_peak,12548.9,-1.605397147238499,0.0625,0.1548754290216253,-0.3957927630552659,-0.5506681920768912,1.4849384802216785,positive_like,False
accuracy,median,0,33,1,0,FN,0.215712311604823,0.3237403440924212,-0.10802803248759821,VDJ_id_hip_rotation_r_moment_mean,22.51986401811882,2.5960030247979184,1.0,-0.031704370122190476,0.08102227920115355,0.11272664932334403,2.5713440702584367,positive_like,False
accuracy,q65,0,33,1,0,FN,0.215712311604823,0.3275245874785029,-0.1118122758736799,VDJ_emg_VLO_peak_t_ms,85.99999999999986,-0.0864813477831011,0.59375,0.3124806593810391,-0.7985616850848769,-1.111042344465916,-0.1565591650688178,negative_like,True
